"","slope","elev_mnt","twi","eastness_exp","northness_exp"
"407",16.0877461569572,377.645146789551,3.4775,0.172666410220252,0.0435426883231179
"408",11.6046830259112,374.27324546814,3.875,0.0388627881896237,0.151640854100158
"409",13.3965125550165,373.239783096313,3.45,0.0642267410851126,0.178348602117573
"410",18.0121118753555,371.574454574585,3.3075,0.109926724268529,0.212766815980554
"411",19.220344179972,369.000629882813,3.82,0.131502987967579,0.164824896434226
"412",9.58517579638142,366.352170028687,9.085,0.0349766432073187,-0.0605518940674774
"413",12.1590323996661,366.754815216064,7.0175,-0.0412775912979768,-0.149251097118829
"414",18.1900194918862,367.143789978027,1.825,0.103837803597285,-0.120951482273311
"415",12.1208281117851,363.207272033691,3.3125,0.138729131209447,-0.0640610002364605
"416",12.4208283719796,361.135466995239,3.61,0.129266904074302,0.0275816921548021
"417",12.5905362737599,358.28692855835,5.65,0.0798978213510555,-0.108080074597174
"418",17.6337393037128,361.577367095947,5.31,-0.217656819203006,0.112900923508066
"419",18.2517242470697,366.331095199585,2.02,-0.235523477340958,-0.000300200904548527
"420",5.83450537544794,369.561270217896,3.6225,-0.0199518029810976,0.0137175175384291
"421",8.67882637727554,368.917414474487,3.3075,0.08648707352141,-0.0374317240583751
"422",7.18268486563581,367.519574508667,7.3,-0.0280530460751144,0.0187360807701179
"423",14.5123478288253,370.152733230591,3.315,-0.187031544245017,0.0845513416742229
"424",20.4802666907441,374.43162361145,2.5475,-0.251243211679253,0.14282337112282
"425",26.5845984568829,380.35109085083,1.28,-0.048342357596017,0.279125478327124
"426",14.2202746577735,378.757245635986,2.525,0.0393036363660082,0.113997990261695
"427",21.444860243243,375.243724365234,1.765,0.261527733442588,0.13483125660195
"428",14.7439981289117,370.62438293457,4.2125,0.138103700541958,0.083241945455663
"429",9.4362440989817,369.484685592651,6.3575,0.0011314470910279,0.0435933178158132
"430",10.257295903756,369.75633430481,5.1725,-0.04826053730744,-0.0909413842295782
"431",19.551101088154,371.165872192383,2.34,-0.0582120505058163,-0.282711339202922
"432",23.9984586599435,372.623490066528,1.695,-0.0730968010117547,-0.342987562046361
"433",18.7158712750424,373.501335144043,1.6,0.0261912373690142,-0.239202509484994
"434",20.1309024250854,370.431164932251,1.61,0.24997091341811,-0.0613270408784858
"435",17.8168443031166,365.105732879639,2.9425,0.231259399525714,-0.103759380492661
"436",13.2606678873327,361.180229263306,4.855,0.131240777439156,-0.0979481854537312
"437",16.7185365951751,360.669437637329,5.15,-0.0767510941394609,-0.218437283896777
"438",16.5838195732401,362.604297409058,3.505,-0.0968528108297491,-0.176342494402701
"441",20.5332839297013,364.786835098267,2.1175,-0.28909991269205,0.0781579929974335
"442",11.1546203804991,368.074647064209,2.9275,-0.0241005585067295,0.142438515494669
"443",10.4761940743312,368.355677871704,2.265,0.0217377798810933,0.107454705748822
"444",9.49098831544013,367.052097549438,4.7275,0.0170307114514878,0.0842864171603089
"445",14.2856063327284,369.095999755859,2.7775,-0.188516886215598,0.063330145282762
"446",14.8175297426252,372.603494720459,2.2175,-0.106427759169232,0.112392503724521
"447",16.4027931998251,373.545395355225,3.1625,-0.00588256254143235,0.227347167742509
"448",20.6818598452093,373.500835266113,2.61,0.00894197034603642,0.25631590230468
"449",13.2750362063258,372.161928787231,3.1975,0.0449176024328275,0.0738573858897558
"450",8.86774130040236,372.10035736084,2.9975,0.0115627884293772,-0.110610285978943
"451",10.3783440041057,372.056944732666,2.73,-0.00874680699689289,-0.145145028299426
"452",7.4716601724381,372.210270080566,4.6225,-0.0304570146420414,-0.0775711177292307
"453",8.40711355096645,374.032154922485,2.88,-0.103112891335981,0.0134212363946803
"454",9.94716853108859,375.058667449951,2.23,0.00463083299529465,0.0969901495842683
"455",11.5011449150748,374.003587493896,2.105,0.108983827319782,0.106664212642539
"456",13.4900022937144,370.332762908936,3.4225,0.171175990540456,0.0107908205466158
"457",13.7746604813129,368.205742340088,2.92,0.0987798822923687,-0.143094828146325
"458",19.8424251129445,366.196835174561,3.9975,0.0168594541717483,-0.285089081792882
"459",17.9992520481893,366.674700469971,3.875,-0.0327067898386839,-0.268258352258984
"460",18.139145621036,367.557880020142,4.1,-0.0277654198040583,-0.268165580806129
"472",7.71850630675595,373.039578170776,3.34,0.00661064236153862,0.0909918456203106
"475",12.5815747773372,371.733434524536,2.2975,-0.0515218036215455,-0.106435439791272
"476",17.1376583538134,371.20654258728,2.1975,0.140149203564592,-0.188555394624639
"477",13.9747992122124,370.174937973022,3.845,-0.0881640885566279,-0.155609291254836
